out	SSCTP1INNTRBBR1	SSCTP1INNTRBBR2	SSCTP1INNTRBBR3	SSCTP1INNTRBBR4	SSCTP1INNTRNBR1	SSCTP1INNTRNBR2	SSCTP1INNTRNBR3	SSCTP1INNTRNBR4	SSCTP1INNTRRBR1	SSCTP1INNTRRBR2	SSCTP1INNTRRBR3	SSCTP1INNTRRBR4	SSCTP1INYTRBBR1	SSCTP1INYTRBBR2	SSCTP1INYTRBBR3	SSCTP1INYTRBBR4	SSCTP1INYTRNBR1	SSCTP1INYTRNBR2	SSCTP1INYTRNBR3	SSCTP1INYTRNBR4	SSCTP1INYTRRBR1	SSCTP1INYTRRBR2	SSCTP1INYTRRBR3	SSCTP1INYTRRBR4	SSCTP2INNTRBBR1	SSCTP2INNTRBBR2	SSCTP2INNTRBBR3	SSCTP2INNTRBBR4	SSCTP2INNTRNBR1	SSCTP2INNTRNBR2	SSCTP2INNTRNBR3	SSCTP2INNTRNBR4	SSCTP2INNTRRBR1	SSCTP2INNTRRBR2	SSCTP2INNTRRBR3	SSCTP2INNTRRBR4	SSCTP2INYTRBBR1	SSCTP2INYTRBBR2	SSCTP2INYTRBBR3	SSCTP2INYTRNBR1	SSCTP2INYTRNBR2	SSCTP2INYTRNBR3	SSCTP2INYTRNBR4	SSCTP2INYTRRBR1	SSCTP2INYTRRBR2	SSCTP2INYTRRBR3	SSNTP1INNTRBBR1	SSNTP1INNTRBBR2	SSNTP1INNTRBBR3	SSNTP1INNTRBBR4	SSNTP1INNTRNBR1	SSNTP1INNTRNBR2	SSNTP1INNTRNBR3	SSNTP1INNTRNBR4	SSNTP1INNTRRBR1	SSNTP1INNTRRBR2	SSNTP1INNTRRBR3	SSNTP1INNTRRBR4	SSNTP1INYTRBBR1	SSNTP1INYTRBBR2	SSNTP1INYTRBBR3	SSNTP1INYTRBBR4	SSNTP1INYTRNBR1	SSNTP1INYTRNBR2	SSNTP1INYTRNBR3	SSNTP1INYTRNBR4	SSNTP1INYTRRBR1	SSNTP1INYTRRBR2	SSNTP1INYTRRBR3	SSNTP1INYTRRBR4	SSNTP2INNTRBBR1	SSNTP2INNTRBBR2	SSNTP2INNTRBBR3	SSNTP2INNTRBBR4	SSNTP2INNTRNBR1	SSNTP2INNTRNBR2	SSNTP2INNTRNBR3	SSNTP2INNTRNBR4	SSNTP2INNTRRBR1	SSNTP2INNTRRBR2	SSNTP2INNTRRBR3	SSNTP2INNTRRBR4	SSNTP2INYTRBBR1	SSNTP2INYTRBBR2	SSNTP2INYTRBBR3	SSNTP2INYTRBBR4	SSNTP2INYTRNBR1	SSNTP2INYTRNBR2	SSNTP2INYTRNBR3	SSNTP2INYTRNBR4	SSNTP2INYTRRBR1	SSNTP2INYTRRBR2	SSNTP2INYTRRBR3
80f84f1b0c887fa59ab4deed62dbcc0b	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	1	0	6	1	1	3	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1
bed39fbccae199313f1ea185ba57dc19	1	1	0	1	3	2	5	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	2	3	17	7	11	3	7	0	30	3	1	42	0	1	4	0	2	2	21	6	0	1	0	3	7	2	12	2	1	2	0	6	2	1	3	0	3	23	8	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	1	7	0	1	3	8	2	3	0	5	8	0	0	3	1	1
3427d2954c1214063d9c3fca782c07f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b1495e4a8ed6db8094439ae0e9e75c55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3bc1b6268426f5870008aa7ddf09f50c	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89c1bacc65383da6c07c357c2175c4d1	0	7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	3	1	2	2	3	10	7	7	10	4	5	3	0	3	1	1	8	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
7cec35004ef019ed3fc971c7449b8a17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	2	0	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0
aafe49404bc14cc24ea344e7da25a551	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3def361270a16e5b563188b17dc2d13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b2551b0698c97e49dbe529a63c69441	4	7	2	8	2	7	2	3	7	4	2	3	1	3	7	6	3	4	0	2	0	2	5	0	4	1	2	0	0	0	0	1	2	0	1	3	4	1	0	3	3	5	2	2	2	3	8	5	6	15	8	6	6	7	10	7	14	7	2	4	7	2	7	11	2	3	5	18	3	5	4	3	5	5	3	1	6	2	6	12	3	2	1	0	4	0	0	3	1	2	1	1	2
3d81812100b2b361c81f70572d8a1de9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2ecc8620449f64226e6b2a7613cc847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0
175bd2ce3475b3488271bf8e207ebd52	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33d075db853097ac2b1343728a177791	13	6	1	3	1	1	0	3	0	0	0	0	0	0	1	0	1	9	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0	3	0	3	1	0	0	1
1d04549e942c1927b33fd817d6ad7107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41e5b10bd3e51664489a17d00051d2f7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1927080d59d63a481e81fe4d9a22b518	1	1	2	0	3	0	0	0	2	0	0	0	0	1	0	0	4	1	2	1	1	0	0	0	2	2	6	12	1	0	0	0	7	16	6	26	6	23	5	1	0	0	0	0	4	12	0	1	0	0	2	2	0	3	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	1	7	3	2	0	0	1	0	0	0	0	1	0	0
b39347b0a545c108eb95a5cfe84ea0d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c1931931ae195571da8a7d13c67aaf25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
90c297e220cdd2cb1dde08cd79af1973	7	7	7	9	2	6	4	2	7	5	11	5	4	3	7	12	4	18	10	8	6	7	9	3	4	7	9	6	6	5	8	8	3	4	3	4	6	11	10	10	24	18	17	14	7	8	8	9	7	8	5	11	16	17	20	17	16	3	12	25	15	25	49	63	21	143	34	63	55	19	0	3	1	1	4	7	5	11	3	6	2	1	5	7	3	9	3	5	5	2	6	8	16
18500b1315f31a7e7cd04c7af1130945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	1	0	3	0	1	0	0	0	0	0	0	2	4	2	0	0	3	1	4	2	5	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5	3
cbb103e3319d07f4445f59efae430778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95bbb3d76001a4ac6d688ffb8ad0b325	2	1	3	2	0	3	1	1	8	4	7	3	0	3	2	2	5	5	1	5	0	1	2	1	4	2	0	0	2	1	0	1	0	0	4	1	1	1	2	0	2	1	2	2	0	3	1	3	1	6	4	7	12	10	1	11	4	5	2	4	8	3	1	4	2	1	5	2	2	3	2	0	0	1	4	1	1	4	0	1	1	3	0	1	1	2	2	1	1	1	0	1	0
f8c5441e50a3991991277a823c1d66ce	2	1	0	3	0	0	0	0	0	2	0	2	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1c2efce04a829906a3d30d7c2c6e282b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	7	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
08de6921b80b61c0af4e532cc49238d5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffa78eadf33c734a743c6637feab58b7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	2	0	0
2b258dcc6b0356423ee81d6bb25a6862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
9806891e70a4298ec1bdce3952bfb29d	0	0	0	4	0	0	0	0	1	5	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b66292e68d1d824dbf37e334f7b4909d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f6329b4ee7e8dbf5a36a34894a0f4a2e	232	178	218	220	116	62	170	109	94	77	92	202	128	80	50	127	95	128	210	62	124	301	106	163	362	42	17	72	46	48	46	43	58	172	110	153	117	106	61	353	342	180	128	252	62	262	63	103	100	85	163	166	80	59	59	25	60	43	398	499	206	224	563	679	255	544	618	698	622	326	123	196	143	40	101	77	43	93	125	195	74	231	129	315	167	159	108	56	155	100	180	157	84
18588432e27975330f95001a386348e8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	1	6	3	120	3	5	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	5	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1
f906b4337f4168f419819bd9050a9802	6	8	8	17	4	31	4	7	4	10	8	8	9	4	15	15	11	39	44	16	7	7	4	4	12	6	6	5	11	5	0	13	9	19	13	3	14	3	7	9	4	8	5	33	30	10	9	6	7	9	4	7	5	2	4	10	13	6	10	6	5	7	2	14	4	21	9	11	9	5	8	2	11	11	10	8	11	10	4	5	0	6	4	3	3	1	0	12	4	8	1	8	14
14407c56b70e2424715bca9bd4305b31	0	0	3	1	33	2	20	0	1	0	5	2	13	4	24	22	2	2	1	0	0	0	0	44	0	4	2	11	8	9	0	68	3	0	3	0	0	0	0	2	30	2	7	0	2	4	4	5	1	16	7	2	0	1	4	1	0	0	0	22	8	2	0	4	0	19	0	1	0	1	5	29	2	0	17	5	19	12	9	0	4	35	7	3	10	0	3	58	2	0	7	4	2
27e492d51cf67810fb4286a63b8783c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	9	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1
2cb1ffae5ca9473ff88c686c52c3a3c6	0	0	0	0	0	0	0	2	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	4	1	2	5	6	0	2	3	0	0	4	5	0	0	0	1	6	0
42436ec8ffdc6c9f071a1a991f8de94b	4	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	18	10	53	9	0	0	0	0	2	5	5	4	11	0	0	3	0	4	3	1	7	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	2	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	1	2	3	6	4	1	3	5	3	5	1
83a33df1f94f925a3a5bd4e14dae4383	3	0	0	0	1	0	3	0	2	3	7	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	2	0	1	0	0	3	0	0	1	0	0	0	6	0	1	0	1	4	4	1	3	0	2	0	3	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0
bd31e2a9dd4c98b76a09d2c1c77ba250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4331746fff5c2b213bc408f543eaaa4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	26	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48d121bd25752638fe7b3a097ccc9dca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
57b854c21be2688a71cfa5ffcb58544e	0	0	0	0	3	5	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	4	4	0	0	0	0	0	2	0	0	10	11	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	4	7	0	7	0	0	2	0	3	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	3	0
38481bff8b7f8de0a547f738e2abd764	0	0	0	0	0	0	1	0	2	2	2	0	2	0	1	2	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	4	0	0	1	0	2	7	3	0	0	0	0	2	6	0	1	2	2	2	3	4	1	3	0	1	0	2	0	0	1	1	1	1	0	0	5	0	0	0	2	0	3	1	0	4	1	2	0	8	0	3	0	4	11	6	4	1	2	0	3	1	0
b84b6f7401ba314cdd70d17d385d17f0	4	5	6	10	10	16	10	8	8	9	14	16	6	3	5	6	11	8	14	9	6	3	9	4	8	1	1	3	4	4	0	10	3	7	1	1	4	1	2	13	5	7	7	6	4	9	9	3	2	11	11	10	4	11	8	13	12	14	17	9	10	15	23	16	2	12	21	9	6	5	9	2	3	14	5	3	7	3	5	4	4	1	10	7	14	7	11	1	5	6	18	12	19
af4499d05650e8f6203ce2e979f18c34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
ffd1bba77d668629624db03cdf040177	68	127	93	51	0	2	11	3	3	3	1	1	2	0	2	1	32	61	48	2	0	3	78	18	25	9	0	29	1	0	8	0	1	1	4	0	2	0	0	0	54	2	14	4	1	10	4	1	1	0	2	0	0	1	1	0	0	0	0	81	2	23	0	1	1	4	74	3	38	2	7	0	2	0	2	0	1	2	0	0	0	0	0	0	0	0	0	2	1	1	5	3	7
c995d1bb0845b2394cfd3ccdce33682e	4	1	3	0	3	0	2	3	2	2	3	0	7	7	5	8	0	0	0	0	0	0	0	0	1	2	4	0	0	3	0	1	6	2	3	4	3	3	0	2	0	0	0	8	3	5	2	1	6	7	9	15	13	6	12	6	0	7	9	4	8	4	8	11	15	2	3	4	2	6	0	7	4	22	5	8	16	5	3	3	2	4	7	12	7	8	13	4	5	5	3	2	10
a37520ee82749f94b2265afca0be6094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
196c2acbfacf8d723d1444fa6669090d	1	5	1	3	1	1	0	3	0	0	0	0	2	1	2	1	2	1	1	2	0	0	0	0	0	1	0	0	0	1	0	5	1	0	0	0	0	1	0	0	1	4	2	4	0	3	4	6	5	1	1	9	4	8	30	19	10	6	1	3	2	2	11	0	0	15	1	6	2	1	8	0	0	5	4	3	3	4	1	17	0	1	1	0	0	0	0	0	2	0	2	2	0
7dbf3242ccad5af72f4ea35b906d900c	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	6	0	0	9	0	2	7	2	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0
a0ce19b90c7b9269ae721261eee91bc9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
bc9f42d090249129d388da64b5abd6c0	0	1	2	1	0	0	1	0	2	0	0	0	0	3	1	5	0	3	1	0	0	0	6	0	1	4	4	8	0	0	0	4	7	3	1	3	1	1	0	0	3	3	0	2	2	4	1	0	0	1	0	0	0	0	0	0	2	2	3	3	1	1	0	0	0	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	1	3	6	3	6	0	0	2	4	0	4	2	0
e0a56a10367edf5c998f46a8caea4dbd	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0767c811ffc1b052c8b1ccd2cc798c64	10	11	7	1	0	0	1	0	0	0	0	0	2	1	0	0	2	0	5	0	0	0	0	7	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	5	1	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	1	4	1	4	7	3	0	3	2	1	0	0	0	0	0	2	1	0	0	0	0	0	1	3	0	0	0	0	0	3	4	1	0
63a3223284ad9d17e3c9adb0d38bf0f4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	4	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	5	3	3	0	1	2	0	6	0	0	2	3	4	0	0	0	1	2	0
b79da6b1e6fe29096194b29d3cd070df	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	7	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0
ae4801da2a6aa2492c9bb6a3759764a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60289e3eb4751b50b982ab45148da0e7	3	3	2	0	9	1	8	4	1	5	0	0	1	5	2	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	4	8	8	5	3	4	8	21	11	0	0	2	5	9	6	0	1	5	7	6	1	0	1	7	0	0	9	0	0	2	0	0	0	0	0	3	0	0	0	0	0	6	2	0
7a8857dc8a266fddc2d41f35386c4882	0	5	5	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	5	4	3	2	4	2	2	3	1	3	14	0	1	1	0	0	0	7	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	4	12	1	0	0	2	1	0	0	0	0	5	38	6	4	3	0	2	9	15	2	3
8dc85224ca52a133fc7d272a22196fb7	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
