out	Kingdom	Phylum	Class	Order	Family	Genus	Species
7685b1b39107740303e1772e739b65a3	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	
7e4b3c9dc5e9e0db32e20c2a7fe3a265	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae		
5e29c2f474b6f83127b9ce24231ac19c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Steroidobacteraceae		
d212f4969a9370156ef0d04351849ada	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Alcaligenaceae		
e120e13945c47173b6ca0d3005b151ee	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae		
9a59b9ac07249be236ea376fb7d80a03	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	
d50c19d5b7f41b3a3cfd8f30660fe90a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Dongiales	 f__Dongiaceae	 g__Dongia	
f5959f082685232e505d176b2041745a	d__Bacteria	 p__Actinobacteriota					
a59e7d3e30f31c96206d13fb9038ac04	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
f5fe51a94f62b41541ade3e6f101c2be	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae		
4315de66d4970002cbe93fa83669dfb2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
b2487c0e23824bcef6260c2ca046f3d5	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales			
ab3ae8666c6760c85f0d2fb0c2fa8858	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
f3aab753d9efb3a3b2289d4f35ceda69	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__Conexibacter	
f07ac088b4f4ec9de0bb29fd2ba1bc7f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
0bf91672f8a91cd7ac4aaac3e668e38f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
c8a9fc2eddc54ca4e2ca296309d3d006	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__Bradyrhizobium	
a5b4c0d33cc57fa27b6839d3dc06de09	d__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	
2de9b8358dc84b01be390f8e1af7aa12	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
8f1b2358b92aeab2fc807aa83b1f4e89	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__KD3-93	 g__KD3-93	
74f2149ebd524ed84b2ab2f27c14d53b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae		
a9be6460191535c1a84fdcb38900ef82	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
9500831bdabd69b6316997aa5bdf508c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__KF-JG30-B3	 g__KF-JG30-B3	
73585308f617f2c15fa266458be1e6b5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
68109dc170ff20b96f303e5a43b3663c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
d4d304a2aab7340cbefce766e9081ebb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
0681f58cb4d9c124754d44980c5d5fce	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
495dc14c4eda5d0d5a7d93feb73b4c78	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
3f2e21ba73841c21df862bfdbea42af2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
65f4ce8c44938c08a796099cfcd43d42	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__LWQ8	 g__LWQ8	 s__uncultured_bacterium
37b0c6b3defbc5010b47e3d362ae2aaa	d__Bacteria	 p__MBNT15	 c__MBNT15	 o__MBNT15	 f__MBNT15	 g__MBNT15	
d3db98896f748e5a6bfb356f7f9154df	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Craurococcus-Caldovatus	
2a1b7bf2a3c899b07f470f2082a09d71	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales			
9960c82182e5265b4d66422debc0cb92	d__Bacteria	 p__Fibrobacterota	 c__Fibrobacteria	 o__Fibrobacterales	 f__Fibrobacteraceae	 g__possible_genus_04	
1ba9bb1f69bc7042968e9cbc7c6f4f2a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micropepsales	 f__Micropepsaceae	 g__uncultured	 s__Rhizobiales_bacterium
db69d75959e44bcb8154f6fbe1f9b20b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
b8183dcc47876315c5338f2765b12662	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
800f6bbc50ee1daebd9e916614921cb8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 s__Rhizobium_puerariae
35931c4ec0afe2ff1982f64e249f892d	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae		
0b8881ec72f16089c216d37a830f4e26	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
39e48f8327d26f0f27616f60e66fc3ea	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
a9b80b82d71d1f1ad1ed969642768638	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales	 f__Ilumatobacteraceae		
3218c45e88231c5de32447bb2c372439	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Hyphomicrobium	 s__uncultured_Pedomicrobium
3dca94a8028255406cd1f78b311875d4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae		
a5e8f52e57ad2b3c4de4da524889d71e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
a23cd1c37cbd766891e28149e3542b82	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae		
ed9066bf0127d83017ab7beda23ece12	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__uncultured	
fd811da721ef32552f2a058022225e07	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Phenylobacterium	
a2adf5fa27a91979829780064890788a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	
18f99851726c99adfe72e8d67e5a1929	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Brevibacillales	 f__Brevibacillaceae	 g__Brevibacillus	
fe19f6716cfc818229da456e05263cf7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales			
817e082ebf6f5875aa1d2519546dc07f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
8a11f4bea1f166311b3c0aa4018f9b83	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales			
2f3047df780f512f93df22bbbf23ef7c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter	
05dd04a1974c67d75bed5ae7b70fcbcf	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
3d7f45efbcc26b58003a6b858d9486a0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
6b3d96cdb24a8f5241b188e4824d3f6e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__uncultured	 s__uncultured_Caulobacterales
834a919facb8ec3f1b55b0f538005306	d__Bacteria	 p__Acidobacteriota					
206cc26fd0cb6b38e7909aa920d0c6cc	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae		
545d416a36c482a2f5c5ab8f080ce377	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	
3b0c331bc4f9268603c727c4d2990be2	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	
dfabd76762f1d88543cc12ad18b7a788	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae		
93ae49f7e568afe97fc7b380b7d07b48	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	
d12d701706c0787b2d70f03980a7d072	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
90c297e220cdd2cb1dde08cd79af1973	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia				
2d514165175e3d513d240c490955af8c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Pedomicrobium	 s__uncultured_soil
9c5d42b66d7dc274b5faa898c51daabd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
78da9dfc4f0f83952f44a7fe18fff304	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	
e414cffe37f4a45ecddf024d28d4d1d1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
42c6cf0455f6007387fa676c0a443278	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae		
ffd1bba77d668629624db03cdf040177	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae	 g__Solimonas	
510cf72fad1339105e643e9cf36ac995	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Paracaedibacterales	 f__Paracaedibacteraceae	 g__Candidatus_Paracaedibacter	
fad8e6c21fbc77eeae0bf5268f5f63a8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
5294372076737a672982dcae57e5ea03	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	 s__uncultured_proteobacterium
36249c51c8d8bd6cf4c5826c4d2c51c6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
ae29eab0cd2786790a12168ac8744eb8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__Pseudorhodoplanes	
1d5f973f23a79e1ba8a6186eb921aa56	d__Bacteria						
8c2ee0e94a1cd9ce1e28a755a4931b08	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
38b6b3d4aabd7a7e2d81eb8b721af561	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
87e1f30ddf07a63a07dacacd99397b67	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Frankiaceae		
783a6c3243984e071c080a02780e7e24	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia				
df26068a6b798cadbae5cf3c044868d6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
2497dd3966c45c0582babbe5f46b3acd	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
4e3a04051bb03263fbd3f8ad0fdbea23	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae		
b1f16a29429a14fb68b1e067dd7200b8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Rhodanobacteraceae		
814c385d66f2652b4098fb252df480e1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae		
7ce19448dd3ae94f47e5eb935f125356	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
37d142d0e139b69d956be453154444bb	d__Bacteria						
742c6affec3d2a1e1e4faf6e5937783e	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	
5a600f291bcdd60076158a20c8bd5080	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae		
93b08dc0d5c6b68a225f05eed6a1b796	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
f9c39e2909881232263f5d23f5cf2504	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
97bdd2b201465d7b37d26917383a66cd	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
870d48745522bc0af286f5c17c7b95d4	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
04cc9ea93bdd59b536093be827f37fce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
02dcc7e56ab68682697d42932d957ca1	d__Bacteria						
615399bebb671a779da4d236e744316d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae		
4183bb9044f316c1900f77508afeb746	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptomycetales	 f__Streptomycetaceae	 g__Streptomyces	
c222b6585fef9a1b2bdb23dc8c49d511	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
027708b96d991e2d6345fbeaf3e90326	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Microvirga	
4771846aa07e86d9c5382f57c16597d2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
bb2bf7072143fa7754b491044719a5ef	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
f906b4337f4168f419819bd9050a9802	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Alcaligenaceae		
5537774d7bc860b3a7497770cc1ac2cc	d__Bacteria						
5a94d70a1fbe5fe044af723f13e24eb0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
6b53b3a89482aec3b729229160dce781	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
d9e6ccafef38848a9ba3094a9fcaefbb	d__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__cvE6	 g__cvE6	
873ef5a19cbf30ba8d20d3b4e8e8ef38	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__PAUC26f	 f__PAUC26f	 g__PAUC26f	 s__uncultured_Solibacteraceae
9fa22d635e0168a278a3e81103fefa81	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae		
a7b62d66d932614b9ed6ee3372d4d74a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae		
2ab670eb2324f828b4bb514eed961aab	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales			
808071e59c9a3cdf7c30f72032c29d80	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
e3ffe447be8b60fe697302709986035d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Delftia	
234cdd715a6214f01a989414708cf2b5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
3a241b848025a93561d1aff98209c0fa	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
47a6177dae143af0f4072d20506d9e9c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	
b659b5d3535518b1ffb39670efe865fb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
5d7f03313f50c06049607b0445c1b091	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
a3ffa87e56b8f595fac74a843324d4b5	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae		
ce4e1aefdeda461c81f5bb446ceac97b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
706ef832a3742b6fab10adb643b9073b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__Pseudorhodoplanes	
2d19c1de16937e56129d0775f71af368	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Emticicia	
cae17de007e713c11698abc8a0990d8f	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Geobacillus	
e38c5bc79481e323e85dac50ec17e8bf	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
ba93c848d3b7421add8636620f389d7b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	
b004122a9aa20e590523a2211f7eb17a	d__Bacteria	 p__Gemmatimonadota					
a935687f1b3ca3f283e219ed21ff5284	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
a1a997606955cee3c18aee2db49807c5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
9756fdf52294bf2db1b2e1d01ea201c9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
b76e9e1c582cdd946ecc21b6c341a7f9	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
c97e994506e849680ebdff83757d3ba8	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__Conexibacter	
da0e74ef6199a56eb2ed2d97b866f5ac	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter	
9118a6baf4e233796c0c9b2e0ee16830	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
8e34b9bf2cc7929f7ea9bb2d1f11f34d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
57021e0841e30c20ad8f92e28c546838	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae		
bdd581fe8585d493350b95df2192ea0e	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Allocatelliglobosispora	
690f7d79d443eb26fdf7a44eaca07665	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae		
0007c1eb12333231c167b28e7cc9d29a	d__Bacteria						
5514654811b888eea77506e663e6e286	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	
b84b6f7401ba314cdd70d17d385d17f0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	
fc3277c355e92046c4d92200edd8e9be	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
a0af0915c2bea7b74083dec1a375bf3c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
7b1b37171f51c1bdfd3b3802f29bfb1f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
08c3bba85dae5b4377a3643d7ae4bd28	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
39601cd2a37173e485268c36fcf60411	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
a69573bde365b2933343bbdb12dfa3ab	d__Bacteria						
c2c07335f49bf64447b5b19eff62a0b8	d__Bacteria						
ce1ad3126d361ad15eefa6c4dd4c236a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
23429637c1887e4aef5715f12c1683f0	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales			
fb686988890f0c7ec082184ad4073688	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
528f4acaaddbed7c9f1647a612dceb85	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__Bradyrhizobium	
4f4cac195ff4cd7a5c864cf9849f047c	d__Bacteria						
7fee45843ed937a6780b5bc7a5af10f0	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	
bb025502e2c069f03b84abdde81c4ef6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
f56ebb67e5a91483d45671dd938f5cbe	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
470961803c69413e1f56fbab2d341386	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Kribbella	
9d6e703978fd63de41cacaf0fa815a72	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
ec080757a73e5439060ec646f222009d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	
0f8ef6cffe946d8a72c81cbe49c99eea	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
a548fa9737a7bc67677a2695e25fe678	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
d243c6ef2a7bf13596fd5b588e47f7ec	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	
7d74350eea8bc16ceef28ca5a4e614f8	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Alicyclobacillales	 f__Alicyclobacillaceae		
3b51d70285f4eef51ee4ed98c0db6060	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
14407c56b70e2424715bca9bd4305b31	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
9499f32d024a41405e200c60b2fd846f	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__uncultured_Roseobacter
75f56e8f336da18c2dcfc12e2631eb52	d__Bacteria	 p__Armatimonadota	 c__Fimbriimonadia	 o__Fimbriimonadales	 f__Fimbriimonadaceae	 g__Fimbriimonadaceae	
9b1b75cf88fbd904e13fcf379fbd173c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	
286cf7f2f9f0ce6fcf79dbcf5fc93001	d__Bacteria	 p__Chloroflexi	 c__OLB14	 o__OLB14	 f__OLB14	 g__OLB14	
01836a01462a3cd156c60582d0606cab	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
f223827f7826d980d3044971a5948554	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Peredibacter	 s__Peredibacter_starrii
430581eba849d96c83b2931891e2bd2a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
8083257ea1f47d6009f727caf5cc60ec	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Methylophilaceae		
e90b6daedc0af8ebf123a28d11894a6b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
449204855563d127b1a607a69c265349	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae				
35daf9922269030ec1fbb15a51cecc89	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
25c8a37e5d09d3e7874afeb4b90c8884	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
6e768967e584e1ebaacde7943931b76f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Cupriavidus	
3139cec666117e3c4d855a75c7afcb05	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae		
fce39d7368ed80c7dac46f3594257ea6	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	
f321fb3687034e63ba847d4d2a471c47	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae		
